frequency,callsign,city,sp,antenna_type,erp,lat,lon,class,slogan,haat,owner,format,market
88.1,WYFY,CAMBRIDGE,OH,DRL,1.5,40.027027777777775,81.55233333333334,A,BIBLE BROADCASTING NETWORK,44.0,"BIBLE BROADCASTING NETWORK, INC.",Religious Teaching,
105.3,WYHT,MANSFIELD,OH,OTS,50.0,40.76922222222222,82.53961111111111,B,Y-105,113.0,iHeartMedia,Hot AC,
98.7,WYKL,CRESTLINE,OH,NDIR,2.6,40.7575,82.78933333333333,A,K-LOVE,113.0,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,
101.9,WYLR,HUBBARD,OH,NDIR,3.0,41.09283333333334,80.49922222222223,A,K-LOVE,98.0,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,
89.1,WYNS,WAYNESVILLE,OH,DRL,6.0,39.50533333333333,84.14741666666667,A,CLASS X RADIO,49.0,"SPRYEX COMMUNICATIONS, INC.",Christian Rock,Cincinnati
95.9,WYNT,CALEDONIA,OH,NDIR,4.6,40.681999999999995,83.00741666666667,A,MAJIC 95.9,114.0,iHeartMedia,Adult Contemporary,
88.5,WYOR,REPUBLIC,OH,NDIR,0.1,41.108916666666666,83.00294444444444,A,SMILE FM MICHIGAN'S POSITIVE HITS,32.0,SMILE FM,Contemporary Christian,
98.7,WYRO,MCARTHUR,OH,NDIR,5.4,39.155055555555556,82.59680555555555,A,CLASSIC ROCK 98.7,105.0,"Total Media Group, Inc.",Classic Rock,
88.5,WYSA,WAUSEON,OH,DRL,10.0,41.55811111111111,84.1855,B1,YES FM,89.0,"SIDE BY SIDE, INC.",Contemporary Christian,Toledo
89.3,WYSM,LIMA,OH,NDIR,3.0,40.654222222222224,84.10994444444444,A,YES FM,67.0,"SIDE BY SIDE, INC.",Contemporary Christian,Lima-Van Wert
91.3,WYSO,YELLOW SPRINGS,OH,DRL,36.0,39.672,84.07616666666667,B,PUBLIC RADIO FOR THE MIAMI VALLEY,174.0,MIAMI VALLEY PUBLIC MEDIA,News/Adult Alternative,Dayton
88.5,WYSU,YOUNGSTOWN,OH,DRL,50.0,41.0565,80.64527777777778,B,WYSU 88.5,114.7,YOUNGSTOWN STATE UNIVERSITY,Classical/News,Youngstown-Warren
89.3,WYSZ,MAUMEE,OH,DRL,2.7,41.62533333333334,83.67105555555555,A,YES FM,74.0,"SIDE BY SIDE, INC.",Contemporary Christian,Toledo
91.7,WYTN,YOUNGSTOWN,OH,NDIR,0.9,41.05783333333333,80.64480555555556,A,FAMILY RADIO,181.0,"FAMILY STATIONS, INC.",Religious Teaching,Youngstown-Warren
92.1,WYVK,MIDDLEPORT,OH,NDIR,4.7,39.058416666666666,82.04180555555556,A,K 92,111.0,"Total Media Group, Inc.",Classic Hits,
104.5,WYWH-LP,ATHENS,OH,NDIR,0.1,39.333111111111116,82.08874999999999,LP100,,-31.0,"HOPE RADIO OF ATHENS, INC.",Religious Teaching,
106.9,WZAA-LP,JEFFERSONVILLE,OH,NDIR,0.1,39.653666666666666,83.56241666666666,LP100,,15.237991,"MC3 COMMUNITY BROADCASTING, INC",Variety,
93.1,WZAK,CLEVELAND,OH,OTS,27.5,41.28058333333333,81.6226111111111,B,CLEVELAND'S R&B LEADER,189.0,"BLUE CHIP BROADCASTING LICENSES, LTD",Urban AC,Cleveland
106.7,WZCB,DUBLIN,OH,NDIR,3.0,40.01722222222222,83.01972222222223,A,106.7 THE BEAT,144.0,iHeartMedia,Urban Contemporary,"Columbus, OH"
89.3,WZCP,CHILLICOTHE,OH,NDIR,2.1,39.345888888888894,83.18738888888889,A,89.3 THE RIVER,120.0,RIVER RADIO MINISTRIES,Contemporary Christian,
103.9,WZDA,BEAVERCREEK,OH,DRL,2.9,39.722,84.20911111111111,A,NEW COUNTRY 103.9,146.0,iHeartMedia,Country,Dayton
88.1,WZIP,AKRON,OH,DRL,7.5,41.08291666666667,81.63377777777778,B,Z88,250.0,THE UNIVERSITY OF AKRON,Rhythmic CHR,Akron
96.1,WZLP-LP,LOUDONVILLE,OH,NDIR,0.1,40.63227777777778,82.24736111111112,LP100,,1.0,ZION EVANGELICAL LUTHERAN CHURCH,Religious Teaching,
95.3,WZLR,XENIA,OH,DRL,6.0,39.631166666666665,83.89408333333334,A,THE EAGLE 95.3-101.1,98.0,"CMG Radio Operating Company, LLC",Classic Hits,Dayton
107.1,WZMO-LP,MARION,OH,NDIR,0.1,40.606972222222225,83.13575,LP100,,30.0,MARION COMMUNITY RADIO,Variety,
89.3,WZNP,NEWARK,OH,DRL,5.5,39.9795,82.21097222222222,B1,89.3 THE RIVER,119.0,RIVER RADIO MINISTRIES,Contemporary Christian,"Columbus, OH"
105.7,WZOM,DEFIANCE,OH,NDIR,6.0,41.223111111111116,84.3766111111111,A,THE BULL,100.0,iHeartMedia,Country,
102.5,WZOO-FM,EDGEWOOD,OH,NDIR,5.8,41.82891666666667,80.82424999999999,A,MAGIC 102.5,100.0,"MEDIA ONE HOLDINGS, LLC",Classic Hits,
107.5,WZRX-FM,FORT SHAWNEE,OH,NDIR,1.35,40.663944444444446,84.08522222222221,A,107.5 THE BIG BUCK,151.0,iHeartMedia,Oldies,Lima-Van Wert
103.7,WZVL,PHILO,OH,DRL,2.4,39.92833333333333,81.98527777777778,A,HIGHWAY 103.7,159.8,"Marquee Broadcasting Ohio, Inc.",Country,
89.5,WZWP,WEST UNION,OH,DRL,3.0,38.857305555555556,83.61047222222221,B1,KING OF KINGS RADIO,174.0,SOMERSET EDUCATIONAL BROADCASTING FOUNDATION,Religious Teaching/Southern Gospel,
107.5,WZZZ,PORTSMOUTH,OH,NDIR,2.6,38.722861111111115,82.99877777777778,A,THE BREEZE 107.5,151.0,"Total Media Group, Inc.",Classic Rock,Huntington-Ashland
